DATE, OPEN, HIGH, LOW, CLOSE, VOL, p
20100122,158.69,159.75,152.25,154.12,30175582,0
20100125,156.13,158.30,154.50,154.98,17876989,0
20100126,154.91,156.50,150.70,150.88,15989492,0
20100127,150.75,152.93,148.27,151.50,19901885,0
20100128,154.23,155.20,149.95,153.29,16163117,0
20100129,154.44,154.88,147.81,148.72,18507263,0
20100201,149.82,155.25,149.21,153.13,12980767,0
20100202,153.65,157.50,153.65,156.94,17301460,0
20100203,157.92,159.94,157.11,157.23,16789855,0
20100204,155.27,156.06,150.45,150.68,18894955,0
20100205,150.82,154.46,148.87,154.16,18759121,0
20100208,154.27,154.60,150.82,151.10,10260553,0
20100209,152.70,153.53,149.65,152.49,14021791,0
20100210,152.77,155.35,151.76,153.63,10558206,0
20100211,154.40,155.32,152.25,154.05,11166069,0
20100212,152.37,154.50,151.14,153.93,10294003,0
20100216,155.30,157.74,154.60,157.40,11501092,0
20100217,158.00,158.19,155.81,157.26,10071776,0
20100218,155.61,156.59,154.88,155.73,10998711,0
20100219,154.51,157.00,154.49,156.18,8693387,0
20100222,157.20,157.97,156.03,156.71,7376850,0
20100223,156.81,160.21,155.91,156.70,15698122,0
20100224,157.34,159.25,156.87,158.33,8367274,0
20100225,156.23,156.44,154.32,156.44,10522247,0
20100226,156.26,156.99,155.26,156.35,7813025,0
20100301,156.51,158.29,156.17,156.54,6526759,0
20100302,157.18,159.75,156.91,158.75,11995851,0
20100303,159.04,159.45,157.23,157.72,10007994,0
20100304,158.25,163.85,158.11,163.61,15442493,0
20100305,165.11,168.25,165.00,167.18,12229015,0
20100308,167.88,170.69,167.46,169.84,9350334,0
20100309,169.22,172.20,168.00,168.85,12964485,0
20100310,170.26,172.34,168.87,171.94,13109056,0
20100311,171.40,173.57,171.10,173.51,9075235,0
20100312,175.01,176.34,174.00,174.96,10219733,0
20100315,173.95,175.20,170.38,173.53,13962000,0
20100316,174.33,176.42,173.56,176.19,11691266,0
20100317,176.86,177.88,175.57,176.64,10142893,0
20100318,176.20,177.75,175.66,177.45,6890076,0
20100319,178.19,178.21,175.95,177.90,10896531,0
20100322,176.21,176.95,175.23,176.20,7194536,0
20100323,176.25,176.81,173.29,174.83,10810763,0
20100324,173.64,175.96,173.64,174.41,8403097,0
20100325,175.24,178.73,174.78,174.90,9535070,0
20100326,175.38,175.48,171.91,172.87,11815436,0
20100329,173.87,174.43,171.64,174.05,11787153,0
20100330,174.26,174.78,170.70,171.38,8186068,0
20100331,170.00,171.66,169.85,170.63,8245706,0
20100401,171.72,172.00,169.50,170.22,6482031,0
20100405,170.68,173.37,169.77,173.16,6137584,0
20100406,172.61,173.89,172.15,172.90,7745506,0
20100407,172.89,177.90,172.81,176.36,13888151,0
20100408,176.10,180.80,175.28,179.50,10668741,0
20100409,180.28,181.00,177.50,179.12,8465296,0
20100412,179.36,180.38,177.84,177.84,6042226,0
20100413,177.56,180.00,177.11,179.25,6467785,0
20100414,183.91,185.94,183.07,184.92,12559543,0
20100415,185.54,185.60,183.66,184.27,7841950,0
20100416,183.62,186.41,155.55,160.70,102044993,0
20100419,155.60,163.73,155.00,163.32,54299112,0
20100420,166.44,166.71,158.00,159.98,42196524,0
20100421,161.67,163.14,157.00,158.93,30385643,0
20100422,157.93,162.00,156.29,159.05,24832945,0
20100423,160.19,160.72,157.00,157.40,14915918,0
20100426,156.72,156.99,151.52,152.03,30940641,0
20100427,150.25,156.19,150.15,153.04,34516793,0
20100428,156.66,157.65,154.69,157.01,21226053,0
20100429,159.55,161.05,158.34,160.24,18464219,0
20100430,151.90,152.50,143.30,145.20,73187804,0
20100503,147.84,150.65,146.53,149.50,28282690,0
20100504,149.03,152.35,147.83,149.45,30313386,0
20100505,148.10,151.22,147.20,148.19,18355115,0
20100506,147.48,148.63,139.06,142.32,22983377,0
20100507,145.38,146.55,141.50,142.99,21268446,0
20100510,149.09,149.90,141.20,143.98,22438661,0
20100511,142.40,145.50,141.55,141.97,15497855,0
20100512,144.24,147.65,142.28,147.20,15456965,0
20100513,148.36,148.45,144.42,144.65,11525733,0
20100514,143.41,144.15,141.90,143.23,10982599,0
20100517,143.47,144.30,138.53,142.64,16337950,0
20100518,143.69,143.75,136.60,137.36,18025541,0
20100519,137.95,140.13,136.10,140.10,18087140,0
20100520,138.20,139.49,135.75,136.08,15987144,0
20100521,137.08,143.45,136.25,140.62,25553374,0
20100524,142.00,142.95,136.51,136.69,16580328,0
20100525,134.73,143.19,134.20,142.56,21490803,0
20100526,144.29,145.80,139.69,140.30,17080490,0
20100527,142.93,145.05,141.04,144.95,12910136,0
20100528,144.42,145.80,143.10,144.26,10691396,0
20100601,144.26,146.40,141.70,141.86,9462318,0
20100602,142.00,145.00,141.14,144.83,7673686,0
20100603,144.91,145.25,142.50,144.04,7457402,0
20100604,142.17,145.87,141.71,142.40,14638700,0
20100607,142.28,143.27,137.85,138.68,12238566,0
20100608,139.14,139.68,135.05,137.78,14586924,0
20100609,138.59,139.42,136.22,136.80,8955872,0
20100610,137.60,137.77,131.30,133.77,21930904,0
20100611,133.33,136.05,133.00,135.64,9241746,0
20100614,137.11,137.11,133.40,133.44,10958006,0
20100615,134.63,137.40,133.30,136.90,10654108,0
20100616,136.06,138.26,135.71,137.06,7080797,0
20100617,136.95,138.38,135.22,137.32,8106454,0
20100618,137.82,139.72,137.52,138.18,10159125,0
20100621,139.64,140.15,137.31,137.74,8694312,0
20100622,137.54,137.75,134.59,134.79,9008840,0
20100623,133.90,136.38,132.73,135.07,8232474,0
20100624,134.14,135.98,133.11,134.98,9998910,0
20100625,136.99,140.90,135.43,139.66,14341596,0
20100628,140.38,140.38,136.53,136.66,9910978,0
20100629,134.98,135.85,133.17,133.76,10339819,0
20100630,133.68,134.30,131.02,131.27,9148289,0
20100701,131.69,133.75,129.50,131.14,11648608,0
20100702,132.11,132.38,129.69,131.08,6568376,0
20100706,133.74,134.39,131.07,132.26,7821698,0
20100707,132.44,136.13,132.07,135.83,9302583,0
20100708,136.92,137.17,133.56,135.46,9896908,0
20100709,135.36,138.50,134.59,138.06,6922280,0
20100712,137.61,138.31,136.03,137.25,4737381,0
20100713,138.50,141.20,138.11,140.25,8983815,0
20100714,139.29,139.59,137.65,139.06,6069204,0
20100715,140.02,146.25,137.82,145.22,21621842,0
20100716,151.47,152.00,146.05,146.17,29604581,0
20100719,147.67,147.70,144.10,145.68,10875876,0
20100720,142.18,149.73,141.55,148.91,20577825,0
20100721,150.05,150.97,146.86,146.99,11345450,0
20100722,148.88,149.88,144.16,146.55,13312475,0
20100723,146.65,148.41,144.57,147.38,7310069,0
20100726,147.39,149.00,145.21,148.20,6093996,0
20100727,149.09,149.66,147.00,147.23,7153238,0
20100728,147.00,148.65,146.78,147.20,4846297,0
20100729,148.27,153.15,147.63,152.58,15683142,0
20100730,151.35,153.41,150.80,150.82,8805276,0
20100802,152.82,153.64,151.61,152.74,6532904,0
20100803,152.12,153.96,151.41,153.19,5654183,0
20100804,153.62,157.25,153.00,156.41,12289451,0
20100805,155.63,156.22,154.40,155.92,5682566,0
20100806,154.54,156.06,153.77,155.18,8083004,0
20100809,155.93,156.20,154.59,155.40,4210209,0
20100810,154.02,154.77,153.18,153.90,5867378,0
20100811,151.72,152.00,148.91,149.25,7737320,0
20100812,147.81,150.59,147.81,149.42,4957374,0
20100813,149.38,150.45,148.08,148.08,4225453,0
20100816,147.58,149.18,147.00,147.76,3764044,0
20100817,148.68,149.79,148.14,148.59,4393052,0
20100818,148.54,149.94,147.73,149.20,4461519,0
20100819,148.67,149.66,146.28,147.05,5292050,0
20100820,147.44,148.97,147.25,148.24,5277121,0
20100823,148.12,148.50,146.60,146.74,3729719,0
20100824,144.80,145.49,143.82,143.95,6374001,0
20100825,142.81,145.33,142.75,144.68,5641742,0
20100826,144.94,145.16,141.66,141.81,6819104,0
20100827,141.13,141.74,138.25,139.75,11252664,0
20100830,138.83,140.11,136.65,136.66,6205717,0
20100831,136.25,138.01,135.79,136.93,7065820,0
20100901,139.01,140.34,137.80,139.74,6897692,0
20100902,139.93,140.15,138.45,139.78,4999659,0
20100903,141.62,147.99,141.33,147.29,13588404,0
20100907,146.15,146.24,144.15,145.21,6211857,0
20100908,145.38,149.66,145.36,147.54,8310204,0
20100909,149.79,150.68,148.50,149.14,6737912,0
20100910,149.46,150.75,148.81,150.39,4421629,0
20100913,152.32,154.70,152.30,154.37,7661788,0
20100914,153.54,153.75,152.23,152.53,5689339,0
20100915,151.67,152.80,150.67,152.56,5699498,0
20100916,152.28,152.48,151.16,152.23,4394077,0
20100917,152.11,152.47,150.56,150.98,4841057,0
20100920,150.98,152.40,149.89,151.90,5641405,0
20100921,152.11,154.57,151.09,151.40,6884066,0
20100922,149.95,150.55,147.69,148.07,8986866,0
20100923,146.36,146.87,143.98,144.91,9154000,0
20100924,146.25,147.60,145.82,147.28,5623690,0
20100927,147.01,148.41,145.78,146.00,5205948,0
20100928,146.51,146.69,144.06,145.01,5506414,0
20100929,145.02,145.02,142.54,144.42,6950389,0
20100930,145.25,146.98,144.30,144.58,6854687,0
20101001,145.20,148.50,144.82,147.70,7439742,0
20101004,147.70,148.47,144.70,146.57,5873999,0
20101005,147.56,150.28,146.07,149.57,8729841,0
20101006,149.75,152.33,149.13,150.84,6338807,0
20101007,152.11,152.36,150.03,151.11,4476194,0
20101008,151.15,153.40,150.62,152.66,5225059,0
20101011,152.67,153.09,151.27,152.20,4456412,0
20101012,151.30,155.45,151.01,155.21,6377921,0
20101013,156.30,156.69,154.39,154.73,5631455,0
20101014,154.23,154.29,150.55,151.59,6891082,0
20101015,152.69,152.69,150.66,150.69,6902873,0
20101018,150.93,154.38,150.85,153.70,6984071,0
20101019,155.14,159.70,153.84,156.72,14499876,0
20101020,156.21,160.25,154.86,159.60,10631144,0
20101021,159.58,161.50,158.10,159.30,6360834,0
20101022,159.89,159.98,157.50,157.76,4052041,0
20101025,159.36,159.45,156.27,157.39,5729368,0
20101026,156.72,158.73,156.53,158.29,4075492,0
20101027,157.19,160.59,157.00,160.15,6580862,0
20101028,160.86,163.79,160.44,163.24,9918173,0
20101029,162.15,163.60,160.95,161.13,4541916,0
20101101,161.77,162.96,160.17,161.57,4516161,0
20101102,162.06,163.00,161.80,162.82,3335019,0
20101103,163.18,163.18,160.57,162.63,4464701,0
20101104,163.62,166.40,162.69,166.39,8163835,0
20101105,165.99,171.18,165.92,171.07,12224462,0
20101108,169.95,171.61,169.10,169.20,5518638,0
20101109,170.30,170.85,166.00,166.55,7351751,0
20101110,166.31,168.65,165.57,167.22,6333143,0
20101111,165.79,168.89,165.79,167.71,3933054,0
20101112,166.39,168.12,164.65,165.83,4742507,0
20101115,165.68,169.35,165.01,167.22,5205268,0
20101116,165.80,167.00,164.66,165.10,5921382,0
20101117,165.12,165.73,164.00,164.89,3729814,0
20101118,165.69,168.93,165.60,167.35,4987973,0
20101119,167.50,167.75,165.70,166.67,4586998,0
20101122,164.30,164.38,158.45,161.05,11363929,0
20101123,159.10,160.90,157.66,157.78,7314967,0
20101124,158.96,160.70,158.55,160.26,4266792,0
20101126,158.46,159.35,158.07,158.22,1876842,0
20101129,157.49,160.00,157.00,159.28,4819914,0
20101130,158.07,159.33,156.14,156.14,5426888,0
20101201,158.45,159.20,157.00,158.45,6031420,0
20101202,159.16,163.25,158.84,162.50,7201608,0
20101203,161.31,162.50,160.95,162.31,4658180,0
20101206,161.66,163.19,161.49,162.65,3689426,0
20101207,164.52,164.77,161.44,161.59,5529061,0
20101208,161.96,166.14,161.89,166.14,5259483,0
20101209,167.00,167.75,165.75,166.45,5747520,0
20101210,166.41,168.47,165.90,168.47,4543771,0
20101213,168.25,170.92,167.90,169.48,5333627,0
20101214,169.67,169.99,166.84,167.33,4894491,0
20101215,166.64,167.29,165.11,165.21,4358875,0
20101216,165.69,165.91,163.21,164.46,4164421,0
20101217,163.92,165.00,163.12,164.04,5346810,0
20101220,163.74,166.90,163.65,166.05,3725655,0
20101221,166.54,168.88,166.50,168.23,4553171,0
20101222,168.67,169.68,167.90,169.60,3858649,0
20101223,169.10,169.70,167.17,167.60,2499421,0
20101227,166.79,170.00,166.41,169.83,2718713,0
20101228,170.00,171.23,168.83,169.19,2864681,0
20101229,169.40,169.78,166.57,167.63,3338091,0
20101230,168.09,168.25,166.99,167.64,1745709,0
20101231,167.58,168.80,167.01,168.16,1637111,0
20110103,170.55,173.25,169.85,173.05,5719247,0
20110104,173.87,174.00,172.00,173.08,3336094,0
20110105,172.05,174.49,172.00,174.00,4146974,0
20110106,174.51,174.59,171.98,172.21,5376047,0
20110107,172.70,172.89,169.36,170.69,4917488,0
20110110,170.00,171.29,169.20,169.76,3657840,0
20110111,170.50,171.43,168.32,169.36,4572242,0
20110112,169.39,172.31,169.18,171.67,5594834,0
20110113,172.04,172.60,171.00,171.57,3183720,0
20110114,171.19,175.00,171.19,175.00,5885032,0
20110118,174.75,175.34,173.05,174.68,4984039,0
20110119,169.46,171.49,165.86,166.49,13372654,0
20110120,166.55,167.06,164.01,165.69,8918942,0
20110121,165.88,169.20,165.12,166.20,5878551,0
20110124,165.99,167.07,165.75,166.30,4630918,0
20110125,163.05,164.79,160.12,161.98,11259730,0
20110126,161.70,162.84,161.04,161.31,6741559,0
20110127,161.13,164.25,161.11,164.03,6039000,0
20110128,164.16,165.09,161.42,161.77,4571432,0
20110131,161.38,163.72,161.23,163.62,3799023,0
20110201,163.86,166.25,163.61,165.33,4143189,0
20110202,165.15,166.64,164.20,165.05,2987254,0
20110203,164.99,164.99,161.84,164.64,4715205,0
20110204,164.88,164.98,162.76,164.83,3355741,0
20110207,164.79,168.10,164.60,167.13,5040460,0
20110208,167.02,168.72,166.26,168.55,4720719,0
20110209,168.23,168.23,164.66,166.01,5669980,0
20110210,165.15,166.65,164.68,165.34,4267265,0
20110211,165.11,167.69,164.81,166.66,4260926,0
20110214,166.15,167.80,165.51,167.52,3549511,0
20110215,167.32,168.44,166.82,167.91,4026516,0
20110216,168.56,169.90,168.00,168.81,4609262,0
20110217,168.54,168.69,167.00,167.16,4449899,0
20110218,167.04,168.30,166.85,168.04,3728226,0
20110222,165.67,165.76,162.35,162.94,5448637,0
20110223,162.63,164.80,161.77,163.09,4562512,0
20110224,162.20,163.90,161.32,163.44,4624111,0
20110225,164.05,165.88,163.52,165.12,4636791,0
20110228,165.53,166.25,163.11,163.78,4237243,0
20110301,163.55,164.49,161.30,161.31,7016359,0
20110302,161.58,163.33,161.11,161.69,4658549,0
20110303,162.71,165.18,162.69,164.49,4583671,0
20110304,162.88,163.00,160.36,161.00,7812311,0
20110307,161.41,161.84,158.50,159.15,7006515,0
20110308,159.43,161.78,159.04,161.30,4846220,0
20110309,161.85,163.72,161.58,162.35,4126238,0
20110310,160.80,161.00,159.99,160.27,4565194,0
20110311,159.85,161.55,159.84,160.68,2885310,0
20110314,159.94,160.50,158.02,158.43,4377459,0
20110315,156.06,158.05,154.85,157.25,5234606,0
20110316,157.23,157.24,153.26,154.38,7230514,0
20110317,155.93,156.35,153.95,155.75,5295953,0
20110318,156.60,160.25,155.24,159.96,10172934,0
20110321,161.62,162.15,159.90,160.21,4664016,0
20110322,160.64,162.21,160.12,160.79,3539600,0
20110323,160.02,160.23,158.24,159.53,3604339,0
20110324,160.35,160.50,158.83,159.91,2735387,0
20110325,160.51,160.51,157.70,157.97,4021739,0
20110328,158.20,159.29,156.41,156.47,3689595,0
20110329,156.60,158.70,155.53,158.47,3774030,0
20110330,159.03,160.43,157.47,159.07,2967727,0
20110331,157.38,160.07,157.32,158.60,3319661,0
20110401,159.77,162.00,159.66,160.23,3792343,0
20110404,160.76,160.88,158.60,158.90,2822050,0
20110405,158.46,159.15,157.62,158.91,3175262,0
20110406,159.89,161.99,158.85,161.89,4199946,0
20110407,161.99,164.40,161.57,162.40,4589188,0
20110408,163.49,163.62,160.82,160.96,3281483,0
20110411,160.54,162.91,160.54,161.47,3128638,0
20110412,160.25,161.44,159.45,160.42,3330748,0
20110413,162.50,163.98,159.83,160.17,5145536,0
20110414,157.51,157.60,155.25,155.79,7982208,0
20110415,156.18,156.95,154.63,155.13,5609029,0
20110418,154.05,154.88,151.52,153.78,5997641,0
20110419,156.09,156.10,149.55,151.86,13470807,0
20110420,153.17,154.15,151.50,152.70,7190890,0
20110421,153.09,154.33,152.70,153.51,3982165,0
20110425,152.58,152.59,151.18,152.19,3712444,0
20110426,151.89,153.95,151.78,153.27,4370755,0
20110427,153.60,153.85,152.00,152.86,4207655,0
20110428,152.55,152.60,150.20,150.60,5908475,0
20110429,150.28,151.87,149.64,151.01,6076194,0
20110502,152.20,153.07,151.07,151.30,4364055,0
20110503,150.97,152.80,150.68,151.87,3559048,0
20110504,152.25,152.46,150.95,151.52,3768457,0
20110505,150.87,151.22,149.95,150.41,4103334,0
20110506,151.47,151.97,149.53,150.10,5431637,0
20110509,149.70,149.87,148.80,149.12,3155261,0
20110510,149.02,150.74,148.52,150.40,4036137,0
20110511,150.00,150.00,147.65,147.88,5311848,0
20110512,145.99,146.78,140.66,142.75,20661140,0
20110513,142.39,142.52,139.25,141.46,14261474,0
20110516,140.89,143.39,140.26,140.60,6458927,0
20110517,140.26,141.95,139.08,140.81,7079352,0
20110518,140.93,141.82,140.21,140.84,4775217,0
20110519,141.23,141.30,138.43,139.34,7334180,0
20110520,138.18,139.64,134.79,134.99,11291555,0
20110523,133.64,137.19,133.64,135.84,8407529,0
20110524,136.27,136.76,135.03,136.34,6605559,0
20110525,135.67,137.59,135.51,136.24,6529663,0
20110526,136.20,136.70,135.34,136.26,5334485,0
20110527,136.25,138.96,136.23,138.66,5275708,0
20110531,140.82,142.30,139.88,140.73,7023466,0
20110601,139.95,140.00,136.10,136.17,6772506,0
20110602,136.65,136.73,131.50,134.38,12423522,0
20110603,132.98,137.17,132.89,135.33,5457937,0
20110606,134.75,135.22,133.14,133.90,5287637,0
20110607,134.38,135.76,132.99,132.99,6200364,0
20110608,132.63,134.89,131.50,131.59,6796246,0
20110609,131.99,135.10,131.83,133.53,4499096,0
20110610,133.21,137.25,132.51,135.92,7557273,0
20110613,136.13,137.97,135.92,137.53,5273694,0
20110614,138.20,138.95,136.54,137.10,5850046,0
20110615,136.07,137.59,134.01,134.85,5715291,0
20110616,134.63,136.89,134.15,136.09,5230580,0
20110617,137.83,138.79,137.21,137.23,6768521,0
20110620,136.42,136.73,134.36,135.14,4021799,0
20110621,135.50,137.19,134.30,135.96,4213300,0
20110622,135.59,137.78,134.43,134.52,4227440,0
20110623,133.10,133.83,131.64,132.36,6707794,0
20110624,132.81,133.45,130.82,130.91,5775427,0
20110627,130.75,131.86,129.80,130.71,5832605,0
20110628,131.34,131.34,128.30,129.26,8059751,0
20110629,129.73,133.23,129.50,132.53,8170790,0
20110630,133.05,133.80,131.50,133.09,4992942,0
20110701,133.43,136.72,133.09,136.65,5103532,0
20110705,135.90,136.05,133.00,134.50,4457197,0
20110706,133.78,134.44,132.82,133.89,3029560,0
20110707,135.09,136.20,134.72,135.01,3859210,0
20110708,133.32,134.40,133.17,134.08,4141764,0
20110711,132.75,133.43,131.07,132.02,4724427,0
20110712,131.42,132.66,130.10,130.31,4333362,0
20110713,130.74,131.77,129.70,129.92,4413958,0
20110714,131.70,132.20,129.75,129.89,5357862,0
20110715,131.31,131.51,129.18,130.16,5260131,0
20110718,129.58,130.16,127.50,129.33,5839559,0
20110719,125.73,129.93,125.50,128.49,15301015,0
20110720,128.00,133.80,127.58,132.75,8578755,0
20110721,133.52,135.98,133.25,135.58,7672320,0
20110722,135.03,136.47,134.44,135.49,4928279,0
20110725,134.17,137.13,133.50,136.85,5856972,0
20110726,136.61,139.25,136.02,137.60,5464438,0
20110727,136.79,137.25,134.44,134.72,5250559,0
20110728,134.97,138.13,134.65,135.84,4430105,0
20110729,134.10,136.60,133.13,134.97,5346350,0
20110801,136.92,137.34,133.75,134.15,5886638,0
20110802,132.08,134.76,131.18,131.23,7594489,0
20110803,131.35,133.27,130.71,132.08,6499388,0
20110804,130.84,131.89,126.21,126.23,8197178,0
20110805,127.75,129.23,122.35,125.18,11171258,0
20110808,122.08,125.44,112.11,117.66,17381629,0
20110809,120.51,123.15,111.60,122.73,15914479,0
20110810,119.58,119.67,110.04,110.34,18592204,0
20110811,112.94,119.75,112.25,118.10,11847517,0
20110812,119.82,120.88,115.29,116.47,9608060,0
20110815,117.57,119.70,116.00,119.13,7257502,0
20110816,117.60,119.78,115.50,116.87,7413468,0
20110817,117.36,118.75,116.55,117.25,4829031,0
20110818,112.15,114.50,112.04,113.14,9288922,0
20110819,111.87,115.30,111.11,111.76,6829229,0
20110822,114.17,114.49,105.10,106.51,11286561,0
20110823,106.02,108.80,103.16,106.86,24487155,0
20110824,106.90,110.74,106.39,110.31,10175164,0
20110825,114.51,118.10,108.11,109.84,11945913,0
20110826,108.63,112.58,107.72,111.75,7355623,0
20110829,113.65,116.54,112.33,116.07,5185049,0
20110830,115.33,116.00,113.25,115.18,5301148,0
20110831,115.40,117.80,114.67,116.22,6488013,0
20110901,115.55,115.55,111.60,112.16,9857255,0
20110902,108.58,109.24,105.80,107.06,8381274,0
20110906,103.67,105.60,103.43,104.56,7752372,0
20110907,106.00,108.79,105.00,108.34,6531641,0
20110908,107.13,108.00,104.74,104.79,6513661,0
20110909,104.38,105.82,102.22,102.25,8615134,0
20110912,100.79,103.00,99.78,102.92,8772841,0
20110913,103.41,105.18,101.50,104.09,7119554,0
20110914,104.91,105.88,103.53,104.54,6603330,0
20110915,105.17,108.19,105.10,107.97,6355270,0
20110916,109.07,109.66,105.91,107.49,7999695,0
20110919,105.32,105.60,103.25,104.81,5823683,0
20110920,105.00,105.27,102.53,102.61,4978943,0
20110921,102.81,102.83,97.72,97.86,8593203,0
20110922,95.96,96.03,91.40,93.98,12386183,0
20110923,92.84,96.52,92.80,95.18,17489148,0
20110926,96.19,99.73,95.00,99.14,7043280,0
20110927,101.20,104.08,98.78,99.55,8583887,0
20110928,99.98,100.81,96.21,96.32,5676770,0
20110929,98.65,99.98,97.20,99.87,5950244,0
20110930,98.28,98.40,94.46,94.55,5784473,0
20111003,93.74,95.72,89.88,90.08,7746663,0
20111004,88.32,95.22,84.27,94.58,11991451,0
20111005,93.87,95.54,90.82,94.29,8455629,0
20111006,94.00,98.00,91.76,97.93,7605565,0
20111007,98.07,98.07,92.25,92.69,7637664,0
20111010,94.92,96.39,93.95,96.14,6125941,0
20111011,94.56,98.81,94.00,96.70,7066666,0
20111012,98.20,101.13,96.39,99.11,8238099,0
20111013,97.87,98.02,94.52,96.15,6575646,0
20111014,96.79,97.84,94.65,96.73,5558917,0
20111017,95.51,97.89,95.17,96.90,7227764,0
20111018,98.19,103.74,96.55,102.25,16780666,0
20111019,101.55,104.94,100.32,100.79,9959377,0
20111020,101.69,102.17,98.28,100.86,7351632,0
20111021,101.74,103.06,100.59,102.09,5858519,0
20111024,102.65,104.73,102.58,103.98,5616548,0
20111025,103.05,103.17,100.08,100.44,5153351,0
20111026,101.90,106.74,101.36,106.33,11753112,0
20111027,110.33,117.53,110.00,111.91,16486369,0
20111028,114.34,118.07,114.00,115.86,8249595,0
20111031,112.79,113.89,109.48,109.55,8076015,0
20111101,103.49,107.10,102.71,103.54,10230255,0
20111102,106.45,107.25,104.75,106.13,5604454,0
20111103,108.03,108.71,102.09,107.68,8295313,0
20111104,106.33,106.57,103.81,105.04,6078813,0
20111107,104.95,106.15,103.75,105.57,4698361,0
20111108,106.41,109.26,106.20,108.58,6138911,0
20111109,104.99,105.00,98.83,99.67,10599384,0
20111110,101.87,101.94,98.14,99.50,8537181,0
20111111,100.89,102.20,100.26,101.66,4771466,0
20111114,100.52,100.61,98.38,99.29,4831299,0
20111115,98.30,101.02,98.06,99.75,5665831,0
20111116,98.87,98.99,95.25,95.60,8895081,0
20111117,95.99,96.44,91.82,92.35,8997220,0
20111118,92.47,93.39,91.31,91.91,6229700,0
20111121,90.18,92.29,88.90,91.30,7803710,0
20111122,90.71,91.80,88.61,89.40,7089812,0
20111123,88.98,89.28,87.60,87.89,6609267,0
20111125,88.06,91.44,87.74,88.75,3674913,0
20111128,92.72,93.75,89.37,90.78,8732268,0
20111129,90.35,91.29,88.65,88.81,5882647,0
20111130,92.40,96.01,91.37,95.86,10872949,0
20111201,94.58,95.62,93.20,94.43,6040334,0
20111202,95.53,102.42,95.53,97.25,15124568,0
20111205,99.56,102.19,99.05,99.82,8528897,0
20111206,99.64,102.10,99.00,101.16,6406288,0
20111207,100.27,106.10,99.05,105.13,10623593,0
20111208,103.68,104.69,99.38,99.92,9221362,0
20111209,101.12,103.58,100.79,101.45,7016345,0
20111212,99.34,99.45,97.52,98.03,6134653,0
20111213,99.19,99.94,93.35,95.04,10114266,0
20111214,93.78,95.71,92.45,93.25,8376642,0
20111215,94.74,95.10,91.90,91.90,8163159,0
20111216,92.71,93.59,89.90,90.10,10053957,0
20111219,90.62,90.92,86.90,87.70,9545261,0
20111220,89.82,91.50,88.15,90.98,8613423,0
20111221,91.04,92.21,89.28,92.00,6424343,0
20111222,92.12,94.95,91.79,94.42,8286643,0
20111223,94.80,95.00,92.73,93.79,3920619,0
20111227,93.50,93.84,91.83,91.90,3672898,0
20111228,91.66,92.44,90.04,90.12,3917941,0
20111229,90.59,91.43,90.25,91.01,4290483,0
20111230,90.53,91.14,90.14,90.43,4185097,0
20120103,92.97,96.43,92.83,95.36,8646487,0
20120104,94.73,95.13,93.68,94.74,7407211,0
20120105,93.95,95.80,92.50,94.58,8131295,0
20120106,93.80,93.96,92.42,93.42,5940987,0
20120109,93.49,95.11,92.96,94.69,5018385,0
20120110,97.36,99.48,97.04,98.33,7684876,0
20120111,97.94,100.62,97.50,99.76,7222920,0
20120112,100.56,101.45,98.26,101.21,6862030,0
20120113,98.00,99.43,97.00,98.96,7616712,0
20120117,98.62,101.84,96.95,97.68,8048412,0
20120118,99.00,105.83,97.80,104.31,17968059,0
20120119,106.25,108.30,104.88,107.68,11481997,0
20120120,107.32,109.43,106.60,108.74,8446120,0
20120123,108.49,110.90,107.52,108.19,7093156,0
20120124,106.79,109.10,106.25,108.87,4547272,0
20120125,106.23,108.95,105.93,108.27,7928608,0
20120126,108.61,110.30,108.03,108.56,6911788,0
20120127,107.77,112.20,107.62,111.77,8410002,0
20120130,110.37,110.42,108.77,109.73,6362936,0
20120131,110.69,112.50,109.16,111.47,8029411,0
20120201,112.61,116.65,111.61,113.45,11336389,0
20120202,114.34,115.41,112.71,113.39,6625837,0
20120203,115.61,117.57,115.40,117.53,7457120,0
20120206,116.39,117.60,116.33,117.39,3423769,0
20120207,116.77,116.98,115.31,115.98,5728328,0
20120208,116.61,117.04,114.54,116.15,4958141,0
20120209,117.19,117.39,115.05,115.88,4770123,0
20120210,114.52,115.66,113.26,114.12,5850844,0
20120213,115.86,116.07,113.98,114.53,3993092,0
20120214,113.66,113.85,111.40,112.87,4871945,0
20120215,113.28,115.25,112.91,113.17,6117405,0
20120216,112.45,114.98,111.62,114.74,6374429,0
20120217,115.46,116.65,114.83,115.91,5186297,0
20120221,116.22,117.91,115.93,116.63,5321174,0
20120222,116.22,117.14,114.29,114.36,4509569,0
20120223,114.62,115.82,113.22,115.80,5610186,0
20120224,116.32,116.97,115.11,115.87,4878012,0
20120227,114.52,116.65,113.94,116.23,4371086,0
20120228,116.00,118.66,115.25,117.11,6452990,0
20120229,116.51,118.13,115.14,115.14,6651579,0
20120301,115.97,121.24,115.84,121.13,10491169,0
20120302,121.41,122.18,119.86,119.96,7047575,0
20120305,119.60,119.95,117.51,118.63,5618936,0
20120306,116.12,116.24,113.11,113.67,8161606,0
20120307,114.66,116.73,114.29,116.40,5600186,0
20120308,117.73,118.68,116.08,117.17,4784649,0
